record_id,timestamp_alert,kafka_transit_ms,inference_ms,end2end_ms,confidence
REC_402,2026-05-10T16:43:16.334920,2.34,17.41,19.75,0.6770
REC_403,2026-05-10T16:43:16.385274,1.48,16.42,19.52,0.8678
REC_404,2026-05-10T16:43:16.437699,2.46,17.32,20.84,0.9239
REC_405,2026-05-10T16:43:16.485553,3.05,14.52,17.57,0.9820
REC_406,2026-05-10T16:43:16.539684,3.05,18.16,21.21,0.9915
REC_407,2026-05-10T16:43:16.589743,2.32,17.14,20.42,0.6941
REC_408,2026-05-10T16:43:16.638701,2.37,16.44,18.82,0.9740
REC_409,2026-05-10T16:43:16.689856,0.00,19.32,19.32,0.6621
REC_410,2026-05-10T16:43:16.739664,0.00,17.87,17.87,0.9839
REC_411,2026-05-10T16:43:16.792671,0.00,19.84,19.84,0.9479
REC_412,2026-05-10T16:43:16.857540,0.00,33.94,33.95,0.9492
REC_413,2026-05-10T16:43:16.911557,4.14,33.41,37.55,0.9141
REC_414,2026-05-10T16:43:16.950625,4.01,21.17,25.76,0.9986
REC_415,2026-05-10T16:43:16.996219,1.14,19.32,20.46,0.9969
REC_416,2026-05-10T16:43:17.066525,8.37,31.79,40.16,0.9432
REC_417,2026-05-10T16:43:17.098018,1.75,18.70,20.45,0.9947
REC_418,2026-05-10T16:43:17.145147,2.21,13.80,17.00,0.9882
REC_419,2026-05-10T16:43:17.198674,0.00,19.69,19.69,0.9983
REC_420,2026-05-10T16:43:17.250557,0.00,20.48,20.48,0.9835
REC_421,2026-05-10T16:43:17.304778,0.00,24.01,24.00,0.9110
REC_422,2026-05-10T16:43:17.351263,2.56,17.29,19.85,0.9981
REC_423,2026-05-10T16:43:17.404934,0.00,22.81,22.81,0.9452
REC_424,2026-05-10T16:43:17.441630,0.00,8.50,8.50,0.9998
REC_425,2026-05-10T16:43:17.489551,0.00,5.88,5.88,0.9110
REC_426,2026-05-10T16:43:17.547042,3.21,8.78,12.71,0.9200
REC_427,2026-05-10T16:43:17.604915,3.01,16.74,19.75,0.9853
REC_428,2026-05-10T16:43:17.644622,0.00,8.74,8.74,0.9983
REC_429,2026-05-10T16:43:17.692798,0.00,5.94,5.94,0.9792
REC_430,2026-05-10T16:43:17.755689,2.58,15.69,18.28,0.9945
REC_432,2026-05-10T16:43:17.851231,0.00,12.42,12.42,0.9945
REC_433,2026-05-10T16:43:17.899051,0.00,9.38,9.38,0.9507
REC_434,2026-05-10T16:43:17.947727,0.00,6.94,6.94,0.6010
REC_435,2026-05-10T16:43:17.995990,0.00,4.55,4.55,0.9942
REC_436,2026-05-10T16:43:18.060169,2.01,15.94,17.95,0.8127
REC_437,2026-05-10T16:43:18.108244,0.00,14.94,14.94,0.7212
REC_438,2026-05-10T16:43:18.156066,0.00,12.39,12.39,0.8932
REC_439,2026-05-10T16:43:18.204009,0.00,9.54,9.54,0.9656
REC_440,2026-05-10T16:43:18.251865,0.00,6.53,6.53,0.6700
REC_441,2026-05-10T16:43:18.317304,0.00,17.54,21.12,0.7241
REC_442,2026-05-10T16:43:18.366768,2.01,15.70,19.72,0.9474
REC_443,2026-05-10T16:43:18.413224,0.00,14.98,14.98,0.9061
REC_445,2026-05-10T16:43:18.505346,0.00,5.90,5.90,0.8762
REC_446,2026-05-10T16:43:18.569399,2.01,17.53,19.54,0.9638
REC_447,2026-05-10T16:43:18.621549,2.01,18.80,20.81,0.9188
REC_448,2026-05-10T16:43:18.664069,0.00,12.57,12.57,0.8591
REC_449,2026-05-10T16:43:18.712105,0.00,10.17,10.17,0.8591
REC_450,2026-05-10T16:43:18.766006,0.00,13.32,13.32,0.9414
REC_451,2026-05-10T16:43:18.822741,0.00,15.65,19.24,0.9102
REC_452,2026-05-10T16:43:18.873785,2.01,17.79,19.80,0.9782
REC_453,2026-05-10T16:43:18.921947,2.01,15.10,17.11,0.9288
REC_454,2026-05-10T16:43:18.976989,0.00,21.73,21.73,0.9852
REC_455,2026-05-10T16:43:19.022227,0.00,16.39,16.39,0.8429
REC_456,2026-05-10T16:43:19.085955,3.06,26.44,29.51,0.6791
REC_457,2026-05-10T16:43:19.147767,0.00,40.46,40.46,0.6884
REC_458,2026-05-10T16:43:19.194115,5.01,30.18,35.74,0.9962
REC_459,2026-05-10T16:43:19.242265,4.58,28.00,33.13,0.9997
REC_460,2026-05-10T16:43:19.278960,3.15,15.75,18.89,0.9766
REC_461,2026-05-10T16:43:19.328531,0.00,17.85,17.85,0.9633
REC_462,2026-05-10T16:43:19.373328,0.00,12.06,12.06,0.6913
REC_463,2026-05-10T16:43:19.423140,0.00,11.20,11.21,0.5789
REC_465,2026-05-10T16:43:19.534409,2.01,17.98,21.28,0.9914
REC_466,2026-05-10T16:43:19.590272,2.73,23.84,26.57,0.6751
REC_467,2026-05-10T16:43:19.626372,3.01,7.99,12.04,0.9937
REC_469,2026-05-10T16:43:19.726211,3.01,6.97,10.98,0.8532
REC_470,2026-05-10T16:43:19.788086,3.85,17.88,22.10,0.8940
REC_471,2026-05-10T16:43:19.826029,2.56,5.60,9.15,0.6908
REC_472,2026-05-10T16:43:19.873444,0.00,5.92,5.92,0.9387
REC_473,2026-05-10T16:43:19.937124,3.17,15.85,19.02,0.8950
REC_474,2026-05-10T16:43:19.990682,0.00,21.67,21.67,0.9839
REC_475,2026-05-10T16:43:20.041179,0.00,21.14,21.14,0.7603
REC_476,2026-05-10T16:43:20.090444,0.00,19.91,19.91,0.9125
REC_477,2026-05-10T16:43:20.141561,3.17,17.43,20.59,0.7603
REC_479,2026-05-10T16:43:20.232428,2.02,8.03,10.05,0.6471
REC_480,2026-05-10T16:43:20.294772,3.50,18.08,21.58,0.9919
REC_481,2026-05-10T16:43:20.341218,4.14,12.08,17.27,0.7380
REC_482,2026-05-10T16:43:20.389238,0.00,14.67,14.66,0.7304
REC_483,2026-05-10T16:43:20.437347,2.01,10.24,12.25,0.9741
REC_484,2026-05-10T16:43:20.485054,0.00,9.43,9.43,0.9927
REC_485,2026-05-10T16:43:20.533268,0.00,6.69,6.69,0.8886
REC_486,2026-05-10T16:43:20.597341,3.75,16.08,19.83,0.9917
REC_487,2026-05-10T16:43:20.645133,1.01,16.01,17.02,0.9801
REC_488,2026-05-10T16:43:20.693588,0.00,14.90,14.90,0.9839
REC_489,2026-05-10T16:43:20.747226,0.00,17.86,17.86,0.8394
REC_490,2026-05-10T16:43:20.799170,0.00,19.00,19.00,0.9728
REC_491,2026-05-10T16:43:20.848793,0.00,17.87,17.87,1.0000
REC_492,2026-05-10T16:43:20.884933,0.00,0.00,3.34,0.9917
REC_493,2026-05-10T16:43:20.953456,0.00,20.82,20.82,0.9996
REC_494,2026-05-10T16:43:21.004931,4.02,17.55,21.57,0.9909
REC_497,2026-05-10T16:43:21.156816,2.82,18.23,21.05,0.9761
REC_498,2026-05-10T16:43:21.206735,3.54,16.68,20.22,0.9911
REC_499,2026-05-10T16:43:21.256777,2.31,17.35,19.66,1.0000
REC_501,2026-05-10T16:43:21.363514,2.37,22.01,24.38,0.7806
REC_502,2026-05-10T16:43:21.423551,4.96,28.80,33.76,0.9800
REC_503,2026-05-10T16:43:21.470978,5.39,23.89,29.83,0.9839
REC_504,2026-05-10T16:43:21.523513,5.34,25.36,31.39,0.6698
REC_505,2026-05-10T16:43:21.565726,3.23,19.42,22.65,0.9877
REC_506,2026-05-10T16:43:21.618754,3.01,21.83,24.84,0.8659
REC_507,2026-05-10T16:43:21.664590,0.00,15.81,20.04,0.9953
REC_508,2026-05-10T16:43:21.717522,0.00,22.34,22.34,0.9857
REC_509,2026-05-10T16:43:21.765148,2.01,15.90,19.42,0.7953
REC_510,2026-05-10T16:43:21.818006,0.00,21.54,21.54,0.9945
REC_511,2026-05-10T16:43:21.860873,3.04,10.35,13.39,0.8396
REC_512,2026-05-10T16:43:21.942317,8.77,33.96,44.46,0.9866
REC_513,2026-05-10T16:43:21.972081,0.00,23.14,23.14,0.9815
REC_514,2026-05-10T16:43:22.019573,0.00,20.14,20.14,1.0000
REC_516,2026-05-10T16:43:22.114594,0.00,13.32,13.32,0.9708
REC_518,2026-05-10T16:43:22.231178,6.33,21.83,28.16,0.9608
REC_520,2026-05-10T16:43:22.325695,0.00,20.24,20.24,0.8774
REC_521,2026-05-10T16:43:22.400196,8.05,33.94,44.02,0.8687
REC_522,2026-05-10T16:43:22.425430,0.00,17.90,17.90,0.9793
REC_523,2026-05-10T16:43:22.475575,0.00,17.35,17.35,1.0000
REC_524,2026-05-10T16:43:22.527730,0.00,15.89,18.84,0.9370
REC_525,2026-05-10T16:43:22.575348,0.00,15.77,15.77,0.9821
REC_526,2026-05-10T16:43:22.629796,0.00,19.43,19.43,0.9305
REC_527,2026-05-10T16:43:22.680995,0.00,19.93,19.92,0.7461
REC_528,2026-05-10T16:43:22.728162,0.00,16.15,16.15,0.9305
REC_529,2026-05-10T16:43:22.783965,0.00,20.99,20.99,0.9988
REC_530,2026-05-10T16:43:22.831951,2.07,15.98,18.05,0.9946
REC_531,2026-05-10T16:43:22.880462,0.00,16.17,16.17,0.9663
REC_532,2026-05-10T16:43:22.928371,0.00,13.23,13.23,0.9666
REC_533,2026-05-10T16:43:22.976376,0.00,10.37,10.37,0.8816
REC_534,2026-05-10T16:43:23.028535,0.00,11.60,11.60,0.9742
REC_537,2026-05-10T16:43:23.185931,0.00,15.88,15.88,0.7449
REC_538,2026-05-10T16:43:23.234594,0.37,12.88,13.25,0.9963
REC_539,2026-05-10T16:43:23.293070,3.07,16.85,21.05,0.9091
REC_540,2026-05-10T16:43:23.345019,3.47,18.98,22.45,0.9864
REC_541,2026-05-10T16:43:23.399272,3.22,22.92,26.15,0.9434
REC_542,2026-05-10T16:43:23.446721,4.05,18.92,22.96,0.9518
REC_543,2026-05-10T16:43:23.497791,3.03,18.95,22.96,0.9209
REC_544,2026-05-10T16:43:23.549356,4.31,19.61,23.93,0.6228
REC_546,2026-05-10T16:43:23.663472,3.07,32.25,36.31,0.7446
REC_547,2026-05-10T16:43:23.706430,5.43,23.31,28.74,0.8461
REC_548,2026-05-10T16:43:23.754994,4.98,21.50,26.48,0.9584
REC_549,2026-05-10T16:43:23.803963,4.56,20.31,24.87,0.8859
REC_551,2026-05-10T16:43:23.903836,4.01,19.50,23.51,0.9966
REC_552,2026-05-10T16:43:23.953913,3.01,20.00,23.01,0.9531
REC_553,2026-05-10T16:43:24.003632,4.66,17.28,21.94,0.9153
REC_554,2026-05-10T16:43:24.051473,2.05,15.90,18.95,0.9974
REC_555,2026-05-10T16:43:24.102373,2.41,15.98,19.37,0.9994
REC_556,2026-05-10T16:43:24.138214,0.00,4.39,4.39,0.9100
REC_557,2026-05-10T16:43:24.202548,1.75,15.97,17.72,0.9789
REC_558,2026-05-10T16:43:24.250970,0.00,15.51,15.51,0.9796
REC_559,2026-05-10T16:43:24.299460,0.00,13.19,13.19,0.9556
REC_560,2026-05-10T16:43:24.357074,0.00,20.18,20.18,0.9747
REC_561,2026-05-10T16:43:24.404542,1.54,15.44,16.98,0.9773
REC_562,2026-05-10T16:43:24.452617,0.00,14.33,14.33,0.9873
REC_563,2026-05-10T16:43:24.500904,0.00,11.92,11.92,0.9996
REC_564,2026-05-10T16:43:24.549580,0.00,9.83,9.83,0.9983
REC_565,2026-05-10T16:43:24.606082,0.00,15.39,15.39,0.9983
REC_567,2026-05-10T16:43:24.704704,0.00,12.48,12.48,0.9302
REC_568,2026-05-10T16:43:24.753214,0.00,10.14,10.14,0.7130
REC_569,2026-05-10T16:43:24.801107,0.00,6.99,6.99,0.9987
REC_570,2026-05-10T16:43:24.848518,0.00,3.38,3.38,0.9716
REC_571,2026-05-10T16:43:24.912105,2.89,12.85,15.74,0.7460
REC_572,2026-05-10T16:43:24.960434,0.00,13.17,13.17,0.9815
REC_573,2026-05-10T16:43:25.008582,0.00,10.71,10.71,0.9881
REC_574,2026-05-10T16:43:25.068556,0.00,19.99,19.99,0.8738
REC_575,2026-05-10T16:43:25.119828,2.75,16.83,20.54,0.9976
REC_576,2026-05-10T16:43:25.172662,3.33,19.24,22.57,0.9976
REC_577,2026-05-10T16:43:25.221009,2.58,18.03,20.61,0.9976
REC_578,2026-05-10T16:43:25.272317,2.79,18.57,21.37,0.9302
REC_579,2026-05-10T16:43:25.323303,2.05,18.61,21.64,0.6444
REC_580,2026-05-10T16:43:25.374350,3.70,18.28,21.98,1.0000
REC_581,2026-05-10T16:43:25.421283,1.99,16.27,18.26,0.7121
REC_582,2026-05-10T16:43:25.471651,0.00,17.86,17.86,0.9352
REC_583,2026-05-10T16:43:25.514061,0.00,9.50,9.50,1.0000
REC_584,2026-05-10T16:43:25.572865,0.00,17.43,17.43,0.9976
REC_585,2026-05-10T16:43:25.610689,0.00,4.45,4.45,0.9179
REC_586,2026-05-10T16:43:25.674824,1.55,15.95,17.50,0.8979
REC_587,2026-05-10T16:43:25.722404,0.00,13.28,13.28,0.9875
REC_589,2026-05-10T16:43:25.818708,0.00,8.03,8.03,0.7250
REC_590,2026-05-10T16:43:25.880775,0.00,19.01,19.01,0.9703
REC_591,2026-05-10T16:43:25.946176,4.02,29.79,33.81,0.9960
REC_592,2026-05-10T16:43:25.989952,3.45,22.98,27.01,0.9637
REC_594,2026-05-10T16:43:26.098679,7.28,25.12,34.42,0.8650
REC_595,2026-05-10T16:43:26.132969,0.00,17.35,17.35,0.9948
REC_596,2026-05-10T16:43:26.182438,0.00,15.74,15.74,0.5529
REC_597,2026-05-10T16:43:26.236130,0.00,18.70,18.70,0.9906
REC_598,2026-05-10T16:43:26.287883,0.00,19.74,19.74,0.8853
REC_599,2026-05-10T16:43:26.338009,0.00,19.48,19.48,0.9964
REC_600,2026-05-10T16:43:26.389742,0.00,20.73,20.73,0.9997
REC_601,2026-05-10T16:43:26.439803,2.02,18.07,20.09,0.9984
REC_602,2026-05-10T16:43:26.485756,0.38,14.93,15.31,0.7256
REC_603,2026-05-10T16:43:26.536292,0.00,15.14,15.14,0.9765
REC_604,2026-05-10T16:43:26.582467,0.00,10.59,10.59,0.9938
REC_605,2026-05-10T16:43:26.636370,0.00,13.48,13.48,0.9281
REC_606,2026-05-10T16:43:26.679083,0.00,5.14,5.14,0.9029
REC_607,2026-05-10T16:43:26.743852,3.02,15.99,19.01,0.9924
REC_609,2026-05-10T16:43:26.839751,0.00,12.89,12.89,0.9375
REC_610,2026-05-10T16:43:26.895304,0.00,17.72,17.72,0.9824
REC_611,2026-05-10T16:43:26.936331,0.00,8.06,8.06,0.9897
REC_612,2026-05-10T16:43:26.983200,0.00,3.96,3.96,0.9967
REC_613,2026-05-10T16:43:27.046187,0.00,15.92,15.92,0.9824
REC_614,2026-05-10T16:43:27.094660,0.00,13.18,13.17,0.9990
REC_615,2026-05-10T16:43:27.143106,0.00,10.84,10.84,0.8838
REC_616,2026-05-10T16:43:27.191582,0.00,8.61,8.61,0.9180
REC_617,2026-05-10T16:43:27.240035,2.06,3.87,5.93,0.5529
REC_618,2026-05-10T16:43:27.304175,0.00,16.15,19.10,0.8616
REC_619,2026-05-10T16:43:27.351579,0.54,15.18,15.72,0.6623
REC_620,2026-05-10T16:43:27.406328,0.00,19.28,19.28,0.8885
REC_621,2026-05-10T16:43:27.448983,0.00,10.98,10.98,0.9746
REC_622,2026-05-10T16:43:27.497081,0.00,8.40,8.40,0.7136
REC_623,2026-05-10T16:43:27.544670,0.00,5.11,5.11,0.9966
REC_624,2026-05-10T16:43:27.610124,2.05,17.80,19.85,0.9045
REC_625,2026-05-10T16:43:27.656587,0.81,14.76,15.57,0.8887
REC_626,2026-05-10T16:43:27.704813,0.00,12.96,12.96,0.9383
REC_628,2026-05-10T16:43:27.801443,0.00,7.77,7.77,0.9994
REC_629,2026-05-10T16:43:27.849377,0.00,4.96,4.96,0.9980
REC_630,2026-05-10T16:43:27.913168,2.01,16.06,18.06,0.9952
REC_632,2026-05-10T16:43:28.009205,2.01,10.68,12.68,0.9998
REC_633,2026-05-10T16:43:28.057155,0.00,9.77,9.77,0.7178
REC_634,2026-05-10T16:43:28.105440,0.00,7.38,7.38,0.9673
REC_635,2026-05-10T16:43:28.170138,0.00,20.92,20.92,0.9317
REC_636,2026-05-10T16:43:28.217542,1.75,15.72,17.47,0.9994
REC_637,2026-05-10T16:43:28.279542,4.57,24.39,28.96,0.9191
REC_638,2026-05-10T16:43:28.312366,4.45,6.31,11.35,0.9997
REC_639,2026-05-10T16:43:28.388847,9.74,27.56,37.30,0.9805
REC_640,2026-05-10T16:43:28.436749,7.34,26.60,33.94,0.9896
REC_641,2026-05-10T16:43:28.483937,0.00,29.96,29.96,0.8492
REC_642,2026-05-10T16:43:28.523626,0.00,18.60,18.59,0.9799
REC_643,2026-05-10T16:43:28.563509,0.00,7.28,7.28,0.9232
REC_644,2026-05-10T16:43:28.611954,0.00,4.78,4.78,0.9594
REC_645,2026-05-10T16:43:28.676247,2.01,16.15,18.16,0.7558
REC_646,2026-05-10T16:43:28.725149,0.00,16.17,16.17,0.9637
REC_647,2026-05-10T16:43:28.772610,0.00,12.68,12.68,0.9942
REC_648,2026-05-10T16:43:28.820729,0.00,9.95,9.96,0.9610
REC_649,2026-05-10T16:43:28.868714,0.00,6.96,6.96,0.9799
REC_650,2026-05-10T16:43:28.916998,0.00,4.47,4.47,0.9262
REC_651,2026-05-10T16:43:28.980950,1.79,15.82,17.61,0.9700
REC_652,2026-05-10T16:43:29.029481,0.32,15.23,15.55,0.9137
REC_653,2026-05-10T16:43:29.077087,0.00,12.31,12.31,0.9789
REC_654,2026-05-10T16:43:29.134997,0.00,19.15,19.15,0.9912
REC_655,2026-05-10T16:43:29.188947,0.00,21.98,21.98,0.9446
REC_656,2026-05-10T16:43:29.236858,0.00,15.69,18.90,1.0000
REC_657,2026-05-10T16:43:29.284299,0.00,15.83,15.83,0.9747
REC_658,2026-05-10T16:43:29.332928,0.00,13.21,13.21,0.9521
REC_660,2026-05-10T16:43:29.430100,0.00,8.47,8.47,0.9947
REC_662,2026-05-10T16:43:29.542641,2.98,16.16,19.14,0.9719
REC_663,2026-05-10T16:43:29.590613,0.00,16.12,16.12,0.9963
REC_664,2026-05-10T16:43:29.645717,0.00,20.01,20.01,0.9913
REC_665,2026-05-10T16:43:29.687521,0.00,11.01,11.02,0.9963
REC_667,2026-05-10T16:43:29.784403,0.00,5.91,5.91,0.9488
REC_668,2026-05-10T16:43:29.847794,0.00,18.90,18.90,0.9863
REC_669,2026-05-10T16:43:29.897356,1.55,16.14,17.69,0.9632
REC_670,2026-05-10T16:43:29.945818,0.00,15.58,15.58,0.9819
REC_671,2026-05-10T16:43:29.994777,0.00,13.78,13.78,0.9799
REC_672,2026-05-10T16:43:30.045933,0.00,14.14,14.14,0.9801
REC_673,2026-05-10T16:43:30.091197,0.00,8.36,8.36,0.9945
REC_674,2026-05-10T16:43:30.146108,0.00,12.25,12.25,0.9702
REC_675,2026-05-10T16:43:30.204017,0.00,16.13,19.06,0.9572
REC_676,2026-05-10T16:43:30.251920,0.00,16.02,16.02,0.9511
REC_677,2026-05-10T16:43:30.300055,0.00,12.98,12.98,0.8694
REC_678,2026-05-10T16:43:30.348420,0.00,10.24,10.24,0.9944
REC_679,2026-05-10T16:43:30.396634,0.00,7.97,7.97,0.9539
REC_680,2026-05-10T16:43:30.460683,0.00,21.41,21.41,0.9905
REC_682,2026-05-10T16:43:30.562976,0.00,22.59,22.59,0.8365
REC_683,2026-05-10T16:43:30.617299,0.00,26.39,26.39,0.9652
REC_684,2026-05-10T16:43:30.648986,0.00,6.50,6.50,0.9924
REC_685,2026-05-10T16:43:30.712757,0.00,19.15,19.15,0.9941
REC_686,2026-05-10T16:43:30.760826,2.77,13.26,16.03,0.9999
REC_687,2026-05-10T16:43:30.809049,0.00,9.84,13.00,0.9989
REC_688,2026-05-10T16:43:30.857133,0.52,9.57,10.09,0.7498
REC_689,2026-05-10T16:43:30.905554,0.00,7.38,7.38,0.9946
REC_690,2026-05-10T16:43:30.954169,0.00,4.92,4.92,0.8645
REC_691,2026-05-10T16:43:31.018005,2.01,15.78,17.80,0.6663
REC_692,2026-05-10T16:43:31.066269,0.00,15.45,15.45,0.9819
REC_693,2026-05-10T16:43:31.113805,0.00,12.56,12.56,0.9745
REC_694,2026-05-10T16:43:31.162068,0.00,9.93,9.93,0.7587
REC_695,2026-05-10T16:43:31.212516,1.46,8.16,9.62,0.9967
REC_696,2026-05-10T16:43:31.272793,0.00,19.06,19.06,0.9967
REC_697,2026-05-10T16:43:31.322545,2.01,16.06,18.08,0.9858
REC_698,2026-05-10T16:43:31.371486,0.00,16.11,16.11,0.9967
REC_699,2026-05-10T16:43:31.419610,0.00,13.40,13.41,0.9891
REC_700,2026-05-10T16:43:31.468244,0.00,10.92,10.93,0.9881
REC_701,2026-05-10T16:43:31.516693,0.00,8.44,8.44,0.9057
REC_703,2026-05-10T16:43:31.613679,0.00,3.42,3.42,0.9933
REC_704,2026-05-10T16:43:31.677499,0.00,16.16,16.16,0.9943
REC_705,2026-05-10T16:43:31.725908,0.00,13.43,13.43,0.7920
REC_706,2026-05-10T16:43:31.773846,0.00,10.44,10.44,0.9670
REC_707,2026-05-10T16:43:31.832052,0.00,17.50,17.50,0.9027
REC_708,2026-05-10T16:43:31.884252,0.00,18.83,18.83,0.9990
REC_709,2026-05-10T16:43:31.936006,2.01,17.80,19.81,0.9997
REC_710,2026-05-10T16:43:31.986247,0.00,19.52,19.52,0.9989
REC_711,2026-05-10T16:43:32.036961,0.00,19.24,19.24,0.9704
REC_712,2026-05-10T16:43:32.087230,0.00,18.74,18.74,0.9238
REC_713,2026-05-10T16:43:32.139011,0.00,19.84,19.84,0.9952
REC_714,2026-05-10T16:43:32.187454,0.00,17.53,17.53,0.9933
REC_715,2026-05-10T16:43:32.240684,2.01,17.80,19.81,0.9953
REC_716,2026-05-10T16:43:32.291517,0.00,19.69,19.69,0.9644
REC_717,2026-05-10T16:43:32.335202,0.00,12.52,12.52,0.9864
REC_718,2026-05-10T16:43:32.393001,0.00,19.90,19.90,0.9802
REC_719,2026-05-10T16:43:32.442975,0.00,18.78,18.78,0.9836
REC_720,2026-05-10T16:43:32.492957,0.00,17.79,17.79,0.9838
REC_721,2026-05-10T16:43:32.545787,0.00,19.66,19.66,0.9223
REC_722,2026-05-10T16:43:32.596151,0.00,18.99,18.99,0.9967
REC_723,2026-05-10T16:43:32.638308,0.00,10.50,10.50,1.0000
REC_724,2026-05-10T16:43:32.702386,0.00,23.93,23.93,1.0000
REC_725,2026-05-10T16:43:32.754214,3.18,20.25,25.17,0.8772
REC_726,2026-05-10T16:43:32.801260,2.85,18.18,21.60,0.9888
REC_727,2026-05-10T16:43:32.852737,3.97,17.78,22.32,0.9816
REC_729,2026-05-10T16:43:32.953783,0.00,21.72,21.72,0.9876
REC_730,2026-05-10T16:43:33.001231,2.52,15.80,18.32,0.6390
REC_731,2026-05-10T16:43:33.054775,3.48,17.18,21.23,0.9909
REC_732,2026-05-10T16:43:33.105754,2.38,18.66,21.03,0.9888
REC_733,2026-05-10T16:43:33.156395,2.73,18.46,21.19,0.9958
REC_734,2026-05-10T16:43:33.205833,2.02,16.80,19.84,0.9932
REC_735,2026-05-10T16:43:33.256780,2.24,18.12,20.36,0.9754
REC_736,2026-05-10T16:43:33.307950,3.42,17.35,20.77,0.9367
REC_737,2026-05-10T16:43:33.358181,3.01,16.76,19.77,0.6503
REC_738,2026-05-10T16:43:33.409080,3.07,17.00,20.07,0.7086
REC_739,2026-05-10T16:43:33.459368,2.56,16.99,19.54,0.6054
REC_740,2026-05-10T16:43:33.512396,3.01,18.75,21.76,0.9457
REC_741,2026-05-10T16:43:33.554117,0.00,13.01,13.01,0.8506
REC_742,2026-05-10T16:43:33.610840,0.00,15.83,18.76,0.8014
REC_743,2026-05-10T16:43:33.658584,0.00,15.78,15.78,0.9990
REC_745,2026-05-10T16:43:33.754167,0.00,9.89,9.89,0.9946
REC_746,2026-05-10T16:43:33.802257,0.00,6.89,6.89,0.9977
REC_747,2026-05-10T16:43:33.854134,0.00,8.06,8.06,0.6727
REC_748,2026-05-10T16:43:33.915384,2.31,16.52,18.82,0.8508
REC_749,2026-05-10T16:43:33.965442,0.96,16.92,17.88,0.9302
REC_750,2026-05-10T16:43:34.018457,2.01,16.63,19.64,0.9854
REC_751,2026-05-10T16:43:34.063580,0.00,13.68,13.68,0.9518
REC_752,2026-05-10T16:43:34.119729,2.01,15.25,18.30,0.9937
REC_753,2026-05-10T16:43:34.163457,2.56,8.61,11.17,1.0000
REC_754,2026-05-10T16:43:34.211436,0.00,8.48,8.48,0.9120
REC_755,2026-05-10T16:43:34.259173,1.05,4.08,5.13,0.8904
REC_756,2026-05-10T16:43:34.321136,2.56,13.68,16.23,0.9264
REC_757,2026-05-10T16:43:34.365041,2.38,6.99,9.37,0.9995
REC_758,2026-05-10T16:43:34.413298,0.00,6.51,6.51,0.9974
REC_760,2026-05-10T16:43:34.529361,1.05,20.00,21.05,0.9129
REC_761,2026-05-10T16:43:34.573827,0.00,14.57,14.57,0.9462
REC_762,2026-05-10T16:43:34.621715,0.00,11.61,11.61,0.9095
REC_763,2026-05-10T16:43:34.670118,0.00,5.61,8.92,0.9766
REC_764,2026-05-10T16:43:34.718088,0.00,5.74,5.74,0.9128
REC_765,2026-05-10T16:43:34.782418,0.00,19.32,19.32,0.9992
REC_766,2026-05-10T16:43:34.829890,2.01,14.09,16.10,0.9748
REC_767,2026-05-10T16:43:34.883514,0.00,18.84,18.84,0.9410
REC_769,2026-05-10T16:43:34.988897,2.45,20.38,22.84,0.9813
REC_770,2026-05-10T16:43:35.043528,4.32,21.87,26.76,0.9820
REC_771,2026-05-10T16:43:35.092127,4.02,20.13,24.70,0.9915
REC_772,2026-05-10T16:43:35.129797,0.00,11.73,11.73,0.9868
REC_774,2026-05-10T16:43:35.226531,0.00,6.98,6.98,0.8840
REC_775,2026-05-10T16:43:35.274290,0.00,3.96,3.96,0.9946
REC_776,2026-05-10T16:43:35.338894,1.79,15.82,17.61,0.9488
REC_777,2026-05-10T16:43:35.387360,0.00,15.60,15.60,0.9420
REC_778,2026-05-10T16:43:35.435802,0.00,13.09,13.09,0.9937
REC_779,2026-05-10T16:43:35.484111,0.00,10.23,10.23,0.9435
REC_780,2026-05-10T16:43:35.532651,0.00,7.67,7.67,0.9756
REC_781,2026-05-10T16:43:35.580728,0.00,4.71,4.71,0.5635
REC_782,2026-05-10T16:43:35.645066,1.51,15.79,17.30,0.9367
REC_784,2026-05-10T16:43:35.741809,0.00,12.70,12.70,0.9751
REC_785,2026-05-10T16:43:35.789672,0.00,9.96,9.96,0.7259
REC_787,2026-05-10T16:43:35.886874,0.00,5.45,5.45,0.9355
REC_788,2026-05-10T16:43:35.952442,2.55,17.78,20.32,0.9355
REC_789,2026-05-10T16:43:35.998430,0.31,14.95,15.27,0.9704
REC_790,2026-05-10T16:43:36.046730,0.00,12.70,12.70,0.9955
REC_791,2026-05-10T16:43:36.094642,0.00,9.63,9.62,0.9976
REC_792,2026-05-10T16:43:36.153237,1.75,15.78,17.52,0.9444
REC_793,2026-05-10T16:43:36.192152,0.00,5.56,5.56,0.9939
REC_794,2026-05-10T16:43:36.256499,0.00,15.89,18.94,0.8384
REC_795,2026-05-10T16:43:36.304406,0.00,15.70,15.70,0.9135
REC_796,2026-05-10T16:43:36.352785,0.00,13.24,13.24,0.9359
REC_797,2026-05-10T16:43:36.401388,0.00,10.71,10.71,0.9998
REC_798,2026-05-10T16:43:36.462441,2.01,18.65,20.66,0.9612
REC_799,2026-05-10T16:43:36.512792,3.28,17.01,20.28,0.9810
REC_800,2026-05-10T16:43:36.563639,2.95,16.74,20.07,0.9900
REC_801,2026-05-10T16:43:36.614661,2.88,17.62,20.50,0.9737
